0.765848	8.686391	1.000000
0.767205	8.670787	1.000000
0.769089	8.668455	1.000000
0.769282	8.668611	1.000000
0.772351	8.648165	1.000000
0.772557	8.648315	1.000000
0.774887	8.640501	1.000000
0.776043	8.636246	1.000000
0.777893	8.622007	1.000000
0.777322	8.617105	1.000000
0.778536	8.622661	1.000000
0.781000	8.602408	1.000000
0.782979	8.618176	1.000000
0.784317	8.592928	1.000000
0.783661	8.596919	1.000000
0.786672	8.581868	1.000000
0.785672	8.567496	1.000000
0.787646	8.555956	1.000000
0.790257	8.549031	1.000000
0.791178	8.546306	1.000000
0.792163	8.530835	1.000000
0.793798	8.520461	1.000000
0.794392	8.521853	1.000000
0.796303	8.488200	1.000000
0.797562	8.489919	1.000000
0.800805	8.465432	1.000000
0.799119	8.457409	1.000000
0.801365	8.437603	1.000000
0.802121	8.451876	1.000000
0.805022	8.422768	1.000000
0.806205	8.414758	1.000000
0.807830	8.391251	1.000000
0.807294	8.373833	1.000000
0.808887	8.370096	1.000000
0.809919	8.358619	1.000000
0.810624	8.334672	1.000000
0.813900	8.307127	1.000000
0.815265	8.268194	1.000000
0.813516	8.245436	1.000000
0.817414	8.220827	1.000000
0.818987	8.190670	1.000000
0.818433	8.169700	1.000000
0.820754	8.145101	1.000000
0.822352	8.111173	1.000000
0.821644	8.062247	1.000000
0.823448	8.026192	1.000000
0.825780	7.999328	1.000000
0.826647	7.966919	1.000000
0.828756	7.921366	1.000000
0.829810	7.843880	1.000000
0.831153	7.796895	1.000000
0.832814	7.729497	1.000000
0.832882	7.673970	1.000000
0.834254	7.615097	1.000000
0.836894	7.545023	1.000000
0.838524	7.474568	1.000000
0.837895	7.374110	1.000000
0.839881	7.289885	1.000000
0.841561	7.230917	1.000000
0.842764	7.105873	1.000000
0.845390	6.999072	1.000000
0.843507	6.882235	1.000000
0.847078	6.771895	1.000000
0.848705	6.629256	1.000000
0.847515	6.505794	1.000000
0.851879	6.374617	1.000000
0.851825	6.209078	1.000000
0.853787	6.047492	1.000000
0.854689	5.896566	1.000000
0.857082	5.702097	1.000000
0.857615	5.537762	1.000000
0.858866	5.325065	1.000000
0.859960	5.139991	1.000000
0.859628	4.926456	1.000000
0.862138	4.730517	1.000000
0.863193	10.000000	1.000000
0.863663	4.270770	1.000000
0.866276	4.064140	1.000000
0.866958	3.798848	1.000000
0.867050	3.583496	1.000000
0.870176	3.348178	1.000000
0.870432	3.103607	1.000000
0.872317	2.858540	1.000000
0.872365	2.658223	1.000000
0.875619	2.427876	1.000000
0.874268	2.215977	1.000000
0.877077	2.002645	1.000000
