0.879062	10.000000	1.000000
0.880180	1.636455	1.000000
0.882873	1.427889	1.000000
0.883608	1.282955	1.000000
0.883886	1.124636	1.000000
0.886346	0.972723	1.000000
0.886852	0.860316	1.000000
0.889485	0.735183	1.000000
0.888790	0.639301	1.000000
0.889716	0.533550	1.000000
0.891980	0.439406	1.000000
0.894250	0.372647	1.000000
0.894367	0.306936	1.000000
0.893265	0.252934	1.000000
0.896856	0.216006	1.000000
0.897551	0.145635	1.000000
0.898391	0.110118	1.000000
0.900239	0.064139	1.000000
0.902540	0.052587	1.000000
0.904055	0.013089	1.000000
0.904417	0.000000	1.000000
0.905539	0.000000	1.000000
0.907465	0.000000	1.000000
0.908021	0.000000	1.000000
0.911017	0.000000	1.000000
0.910568	0.000000	1.000000
0.912943	0.000000	1.000000
0.913640	0.000000	1.000000
0.913068	0.000000	1.000000
0.914602	0.000000	1.000000
0.917365	0.000000	1.000000
0.917318	0.000000	1.000000
0.918835	0.000000	1.000000
0.920519	0.000000	1.000000
0.920404	0.000000	1.000000
0.923571	0.000000	1.000000
0.924594	0.000000	1.000000
0.925720	0.000000	1.000000
0.926664	0.000000	1.000000
0.928135	0.000000	1.000000
0.929145	0.000000	1.000000
0.931465	10.000000	1.000000
0.933647	0.000000	1.000000
0.934041	0.000000	1.000000
0.934905	0.000000	1.000000
0.935391	0.000000	1.000000
0.937756	0.000000	1.000000
0.937641	0.000000	1.000000
0.938291	0.000000	1.000000
0.941354	0.000000	1.000000
0.941777	0.000000	1.000000
0.942907	0.000000	1.000000
0.943076	0.000000	1.000000
0.946190	0.000000	1.000000
0.944367	0.000000	1.000000
0.943449	0.000000	1.000000
0.942243	0.000000	1.000000
0.940631	0.000000	1.000000
0.938816	0.000000	1.000000
0.938019	0.000000	1.000000
0.935985	0.000000	1.000000
0.936028	0.000000	1.000000
0.934125	0.000000	1.000000
0.934496	0.000000	1.000000
0.933116	0.000000	1.000000
0.930226	0.000000	1.000000
0.928259	0.000000	1.000000
0.927173	0.000000	1.000000
0.928560	0.000000	1.000000
0.925559	10.000000	1.000000
0.925173	0.000000	1.000000
0.922425	0.000000	1.000000
0.920832	0.000000	1.000000
0.921684	0.000000	1.000000
0.919791	0.000000	1.000000
0.918934	0.000000	1.000000
0.916824	0.000000	1.000000
0.916923	0.000000	1.000000
0.914383	0.000000	1.000000
0.912160	0.000000	1.000000
0.913718	0.000000	1.000000
0.910213	0.000000	1.000000
0.906826	0.000000	1.000000
0.908344	0.000000	1.000000
0.907022	0.000000	1.000000
0.903863	0.003390	1.000000
0.904709	0.010373	1.000000
0.901542	0.059274	1.000000
0.901973	0.081664	1.000000
0.899341	0.100592	1.000000
0.900911	0.139833	1.000000
0.898193	0.155122	1.000000
0.895409	0.225588	1.000000
0.895658	0.269115	1.000000
0.893715	0.344192	1.000000
0.893015	0.400774	1.000000
0.891696	0.489651	1.000000
0.889291	0.555149	1.000000
0.889613	0.663999	1.000000
0.888358	0.768084	1.000000
0.889345	0.891298	1.000000
0.885749	0.984403	1.000000
0.883906	1.135288	1.000000
0.883057	1.297857	1.000000
0.881479	1.452166	1.000000
0.880864	1.640526	1.000000
0.879113	1.811334	1.000000
0.877806	2.026090	1.000000
0.875546	2.207794	1.000000
0.874606	2.444331	1.000000
0.874410	2.662757	1.000000
0.871876	2.868925	1.000000
0.872466	3.119576	1.000000
0.868402	3.344057	1.000000
0.869169	3.573058	1.000000
0.866082	3.794141	1.000000
0.865178	4.032234	1.000000
0.865851	4.241198	1.000000
0.861580	4.457671	1.000000
0.862490	4.668850	1.000000
0.860912	4.898493	1.000000
0.859960	5.074883	1.000000
0.858044	5.262474	1.000000
0.855501	5.461532	1.000000
0.854610	5.620964	1.000000
0.854309	5.807953	1.000000
0.852369	5.962614	1.000000
0.851927	6.112549	1.000000
0.852949	6.261490	1.000000
0.848778	6.381499	1.000000
0.848094	6.500945	1.000000
0.846299	6.633890	1.000000
0.845107	6.730769	1.000000
0.844889	6.842249	1.000000
0.842064	6.949423	1.000000
0.840867	7.011074	1.000000
0.839728	7.104780	1.000000
0.838529	7.177347	1.000000
0.838164	7.264955	1.000000
0.836249	7.332377	1.000000
0.834754	7.389755	1.000000
0.834660	7.411661	1.000000
0.831328	7.479568	1.000000
0.830652	7.514936	1.000000
0.828607	7.578208	1.000000
0.828387	7.603422	1.000000
0.826199	7.632622	1.000000
0.825042	7.675402	1.000000
0.824668	7.725183	1.000000
0.823132	7.742792	1.000000
0.820513	7.756928	1.000000
0.822882	7.792971	1.000000
0.819949	7.822425	1.000000
0.816748	7.809550	1.000000
0.814441	7.824288	1.000000
0.815528	7.847162	1.000000
0.816606	7.862366	1.000000
0.813874	7.865960	1.000000
0.812746	7.865434	1.000000
0.810425	7.863994	1.000000
0.810658	7.882691	1.000000
0.808288	7.908729	1.000000
0.806930	7.898356	1.000000
0.805391	7.901276	1.000000
0.803632	7.898240	1.000000
0.802514	7.901709	1.000000
0.800715	7.912412	1.000000
0.800120	7.906761	1.000000
0.798084	7.910694	1.000000
0.796877	7.910296	1.000000
0.796317	7.916004	1.000000
0.793009	7.898318	1.000000
0.795418	7.902429	1.000000
0.792505	7.901588	1.000000
0.792782	7.920097	1.000000
0.789855	7.897262	1.000000
0.786921	7.898082	1.000000
0.786804	7.895162	1.000000
0.785157	7.893389	1.000000
0.784855	7.863797	1.000000
0.782992	7.878099	1.000000
0.783586	7.877824	1.000000
0.780844	7.866981	1.000000
0.779839	7.877683	1.000000
0.778533	7.883455	1.000000
0.778398	7.860148	1.000000
0.772748	7.859879	1.000000
0.775340	7.848367	1.000000
0.773063	7.843307	1.000000
0.772110	7.837614	1.000000
0.769985	7.830327	1.000000
0.769128	7.838070	1.000000
0.767001	7.833768	1.000000
